394,Clark St & 9th St (AMLI),6,15,41.870816,-87.631246,In Service,1,IN_SERVICE,8,Clark St & 9th St (AMLI),,Chicago,60605,,,False,2019-01-31 18:09:20,K3_FULL,15551,True
486,Oakley Ave & Irving Park Rd,11,15,41.95434085219,-87.6860796243,In Service,1,IN_SERVICE,4,Oakley Ave & Irving Park Rd,,Chicago,60618,,,False,2019-01-31 18:09:08,K3_FULL,15627,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
91,Clinton St & Washington Blvd,1,31,41.88338,-87.64117,In Service,1,IN_SERVICE,29,Clinton St & Washington Blvd,,Chicago,60661,109 N Clinton St,,False,2019-01-31 18:09:50,K3_FULL,13010,True
340,Clark St & Wrightwood Ave,9,15,41.929546,-87.643118,In Service,1,IN_SERVICE,6,Clark St & Wrightwood Ave,,Chicago,60614,,,False,2019-01-31 18:07:07,K3_FULL,13209,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
41,Federal St & Polk St,7,19,41.87207763285,-87.6295437729,In Service,1,IN_SERVICE,12,Federal St & Polk St,,Chicago,60605,,,False,2019-01-31 18:12:12,K3_FULL,15543,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
91,Clinton St & Washington Blvd,0,31,41.88338,-87.64117,In Service,1,IN_SERVICE,30,Clinton St & Washington Blvd,,Chicago,60661,109 N Clinton St,,False,2019-01-31 18:09:50,K3_FULL,13010,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
118,Sedgwick St & North Ave,12,19,41.911386,-87.638677,In Service,1,IN_SERVICE,7,Sedgwick St & North Ave,,Chicago,60610,,,False,2019-01-31 18:12:09,K3_FULL,13070,True
137,Morgan Ave & 14th Pl,12,15,41.862378,-87.651062,In Service,1,IN_SERVICE,3,Morgan Ave & 14th Pl,,Chicago ,60608,,,False,2019-01-31 18:13:51,K3_FULL,13169,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
196,Cityfront Plaza Dr & Pioneer Ct,16,31,41.890573,-87.622072,In Service,1,IN_SERVICE,15,Cityfront Plaza Dr & Pioneer Ct,,Chicago,60611,,,False,2019-01-31 18:14:38,K3_FULL,13427,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
74,Kingsbury St & Erie St,15,23,41.893626,-87.641527,In Service,1,IN_SERVICE,8,Kingsbury St & Erie St,,Chicago,60654,511 W Erie St,,False,2019-01-31 18:13:27,K3_FULL,13265,True
196,Cityfront Plaza Dr & Pioneer Ct,15,31,41.890573,-87.622072,In Service,1,IN_SERVICE,16,Cityfront Plaza Dr & Pioneer Ct,,Chicago,60611,,,False,2019-01-31 18:14:38,K3_FULL,13427,True
342,Wolcott Ave & Polk St,22,23,41.871262,-87.673688,In Service,1,IN_SERVICE,1,Wolcott Ave & Polk St,,Chicago,60612,,,False,2019-01-31 18:14:24,K3_FULL,13284,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
196,Cityfront Plaza Dr & Pioneer Ct,16,31,41.890573,-87.622072,In Service,1,IN_SERVICE,15,Cityfront Plaza Dr & Pioneer Ct,,Chicago,60611,,,False,2019-01-31 18:14:38,K3_FULL,13427,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
48,Larrabee St & Kingsbury St,15,43,41.897764,-87.642884,In Service,1,IN_SERVICE,28,Larrabee St & Kingsbury St,,Chicago,60610,840 N Larrabee St,,False,2019-01-31 18:17:11,K3_FULL,13012,True
84,Milwaukee Ave & Grand Ave,11,19,41.891578,-87.648384,In Service,1,IN_SERVICE,8,Milwaukee Ave & Grand Ave,,Chicago,60654,500 N Milwaukee Ave.,,False,2019-01-31 18:17:45,K3_FULL,13033,True
176,Clark St & Elm St,10,39,41.902973,-87.63128,In Service,1,IN_SERVICE,28,Clark St & Elm St,,Chicago ,60610,,,False,2019-01-31 18:17:51,K3_FULL,13349,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
43,Michigan Ave & Washington St,14,43,41.8838927658,-87.6246491409,In Service,1,IN_SERVICE,29,Michigan Ave & Washington St,,Chicago,60602,120 N Michigan,,False,2019-01-31 18:15:33,K3_FULL,13001,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
133,Kingsbury St & Kinzie St,7,31,41.88917683258,-87.6385057718,In Service,1,IN_SERVICE,24,Kingsbury St & Kinzie St,,Chicago,60654,,,False,2019-01-31 18:19:53,K3_FULL,15532,True
158,Milwaukee Ave & Wabansia Ave,9,15,41.912616,-87.681391,In Service,1,IN_SERVICE,6,Milwaukee Ave & Wabansia Ave,,Chicago ,60647,,,False,2019-01-31 18:17:19,K3_FULL,13243,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
141,Clark St & Lincoln Ave,12,23,41.915689,-87.6346,In Service,1,IN_SERVICE,10,Clark St & Lincoln Ave,,Chicago ,60614,,,False,2019-01-31 18:16:28,K3_FULL,13179,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
253,Winthrop Ave & Lawrence Ave,14,15,41.968812,-87.657659,In Service,1,IN_SERVICE,1,Winthrop Ave & Lawrence Ave,,Chicago,60640,,,False,2019-01-31 18:18:42,K3_FULL,13104,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
133,Kingsbury St & Kinzie St,8,31,41.88917683258,-87.6385057718,In Service,1,IN_SERVICE,23,Kingsbury St & Kinzie St,,Chicago,60654,,,False,2019-01-31 18:19:53,K3_FULL,15532,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
106,State St & Pearson St,19,27,41.897448,-87.628722,In Service,1,IN_SERVICE,8,State St & Pearson St,,Chicago,60610,,,False,2019-01-31 18:24:16,K3_FULL,13014,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
37,Dearborn St & Adams St,16,19,41.8793563587,-87.6297910363,In Service,1,IN_SERVICE,3,Dearborn St & Adams St,,Chicago,60603,59 W. Adams St ,,False,2019-01-31 18:28:33,K3_FULL,13020,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
93,Sheffield Ave & Willow St,7,15,41.913688,-87.652855,In Service,1,IN_SERVICE,8,Sheffield Ave & Willow St,,Chicago,60614,1740 N Sheffield Ave,,False,2019-01-31 18:27:53,K3_FULL,13190,True
138,Clybourn Ave & Division St,1,15,41.904613,-87.640552,In Service,1,IN_SERVICE,14,Clybourn Ave & Division St,,Chicago ,60610,,,False,2019-01-31 18:26:37,K3_FULL,13171,True
164,Franklin St & Lake St,17,27,41.885837,-87.6355,In Service,1,IN_SERVICE,10,Franklin St & Lake St,,Chicago,60606,,,False,2019-01-31 18:27:53,K3_FULL,13272,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
284,Michigan Ave & Jackson Blvd,4,7,41.87785,-87.62408,In Service,1,IN_SERVICE,3,Michigan Ave & Jackson Blvd,,Chicago,60604,,,False,2019-01-31 18:30:27,K3_FULL,13340,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
290,Kedzie Ave & Palmer Ct,13,15,41.921525,-87.707322,In Service,1,IN_SERVICE,2,Kedzie Ave & Palmer Ct,,Chicago,60647,,,False,2019-01-31 18:30:54,K3_FULL,13292,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
36,Franklin St & Jackson Blvd,21,39,41.8777079559,-87.6353211408,In Service,1,IN_SERVICE,18,Franklin St & Jackson Blvd,,Chicago,60606,340 S. Franklin St,,False,2019-01-31 18:34:23,K3_FULL,13019,True
287,Franklin St & Monroe St,17,27,41.880317,-87.635185,In Service,1,IN_SERVICE,10,Franklin St & Monroe St,,Chicago,60606,,,False,2019-01-31 18:33:52,K3_FULL,13057,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
106,State St & Pearson St,20,27,41.897448,-87.628722,In Service,1,IN_SERVICE,7,State St & Pearson St,,Chicago,60610,,,False,2019-01-31 18:33:20,K3_FULL,13014,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
220,Clark St & Drummond Pl,11,23,41.931248,-87.644336,In Service,1,IN_SERVICE,12,Clark St & Drummond Pl,,Chicago,60614,,,False,2019-01-31 18:35:01,K3_FULL,13123,True
294,Broadway & Berwyn Ave,14,14,41.978353,-87.659753,In Service,1,IN_SERVICE,0,Broadway & Berwyn Ave,,Chicago,60640,,,False,2019-01-31 18:33:50,K3_FULL,13109,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
110,Dearborn St & Erie St,2,27,41.893992,-87.629318,In Service,1,IN_SERVICE,25,Dearborn St & Erie St,"
",Chicago,60654,,,False,2019-01-31 18:38:10,K3_FULL,13045,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
80,Aberdeen St & Monroe St,6,19,41.880419,-87.655519,In Service,1,IN_SERVICE,13,Aberdeen St & Monroe St,,Chicago,60607,,,False,2019-01-31 18:36:22,K3_FULL,13156,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
299,Halsted St & Roscoe St,11,15,41.94367,-87.64895,In Service,1,IN_SERVICE,4,Halsted St & Roscoe St,,Chicago,60657,,,False,2019-01-31 18:41:39,K3_FULL,13127,True
463,Clark St & Berwyn Ave,16,19,41.9779966544,-87.6680471047,In Service,1,IN_SERVICE,3,Clark St & Berwyn Ave,,Chicago,60640,,,False,2019-01-31 18:41:51,K3_FULL,15580,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
107,Desplaines St & Jackson Blvd,18,27,41.878287,-87.643909,In Service,1,IN_SERVICE,9,Desplaines St & Jackson Blvd,,Chicago,60661,,,False,2019-01-31 18:41:31,K3_FULL,15539,True
289,Wells St & Concord Ln,7,19,41.912133,-87.634656,In Service,1,IN_SERVICE,11,Wells St & Concord Ln,Wells St & Concord Ln,Chicago,60614,,,False,2019-01-31 18:43:22,K3_FULL,13182,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
305,Western Ave & Division St,16,22,41.902893,-87.687275,In Service,1,IN_SERVICE,6,Western Ave & Division St,,Chicago,60622,,,False,2019-01-31 18:42:39,K3_FULL,13241,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
420,Ellis Ave & 55th St,17,19,41.79430062054,-87.6014497734,In Service,1,IN_SERVICE,2,Ellis Ave & 55th St,,Chicago,60637,,,False,2019-01-31 18:46:46,K3_FULL,15475,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
406,Lake Park Ave & 35th St,10,19,41.83127423549,-87.6087991946,In Service,1,IN_SERVICE,9,Lake Park Ave & 35th St,,Chicago,60616,,,False,2019-01-31 18:46:41,K3_FULL,15448,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
256,Broadway & Sheridan Rd,0,15,41.952833,-87.649993,In Service,1,IN_SERVICE,15,Broadway & Sheridan Rd,,Chicago,60613,,,False,2019-01-31 18:47:51,K3_FULL,13323,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
338,Calumet Ave & 18th St,12,15,41.857611,-87.619407,In Service,1,IN_SERVICE,3,Calumet Ave & 18th St,,Chicago,60616,,,False,2019-01-31 18:50:04,K3_FULL,13102,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
426,Ellis Ave & 60th St,12,19,41.78509714636,-87.6010727606,In Service,1,IN_SERVICE,7,Ellis Ave & 60th St,,Chicago,60637,,,False,2019-01-31 18:54:30,K3_FULL,15481,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
57,Clinton St & Roosevelt Rd,7,15,41.8671177825,-87.6410879593,In Service,1,IN_SERVICE,8,Clinton St & Roosevelt Rd,,Chicago,60607,559 W Roosevelt Rd,,False,2019-01-31 18:53:56,K3_FULL,13327,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
140,Dearborn Pkwy & Delaware Pl,11,19,41.898969,-87.629912,In Service,1,IN_SERVICE,8,Dearborn Pkwy & Delaware Pl,,Chicago ,60610,,,False,2019-01-31 18:55:17,K3_FULL,13173,True
635,Fairbanks St & Superior St (*),11,12,41.895748,-87.620104,In Service,1,IN_SERVICE,1,Fairbanks St & Superior St (*),,Chicago,60611,,,False,2019-01-31 18:52:59,K3_FULL,18003,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
240,Sheridan Rd & Irving Park Rd,17,27,41.954245,-87.654406,In Service,1,IN_SERVICE,10,Sheridan Rd & Irving Park Rd,,Chicago,60613,,,False,2019-01-31 18:55:07,K3_FULL,13063,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
26,McClurg Ct & Illinois St,24,31,41.890359,-87.617532,In Service,1,IN_SERVICE,6,McClurg Ct & Illinois St,,Chicago,60611,,,False,2019-01-31 18:55:42,K3_FULL,13051,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
161,Rush St & Superior St,12,23,41.89576474564,-87.6259080327,In Service,1,IN_SERVICE,11,Rush St & Superior St,,Chicago,60611,,,False,2019-01-31 18:55:30,K3_FULL,15530,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
287,Franklin St & Monroe St,18,27,41.880317,-87.635185,In Service,1,IN_SERVICE,9,Franklin St & Monroe St,,Chicago,60606,,,False,2019-01-31 18:56:53,K3_FULL,13057,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
292,Southport Ave & Clark St,4,11,41.957081,-87.664199,In Service,1,IN_SERVICE,7,Southport Ave & Clark St,,Chicago,60613,,,False,2019-01-31 19:03:30,K3_FULL,13317,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
196,Cityfront Plaza Dr & Pioneer Ct,17,31,41.890573,-87.622072,In Service,1,IN_SERVICE,14,Cityfront Plaza Dr & Pioneer Ct,,Chicago,60611,,,False,2019-01-31 19:05:22,K3_FULL,13427,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
38,Clark St & Lake St,24,27,41.88602082773,-87.6308760584,In Service,1,IN_SERVICE,3,Clark St & Lake St,,Chicago,60601,,,False,2019-01-31 19:09:32,K3_FULL,15547,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
359,Larrabee St & Division St,5,23,41.90348607004,-87.6433534936,In Service,1,IN_SERVICE,18,Larrabee St & Division St,,Chicago,60610,,,False,2019-01-31 19:07:21,K3_FULL,15524,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
458,Broadway & Thorndale Ave,6,19,41.98974251144,-87.6601406209,In Service,1,IN_SERVICE,13,Broadway & Thorndale Ave,,Chicago,60660,,,False,2019-01-31 19:10:53,K3_FULL,15575,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
205,Paulina St & 18th St,6,15,41.857901,-87.668745,In Service,1,IN_SERVICE,8,Paulina St & 18th St,,Chicago,60608,,,False,2019-01-31 19:12:00,K3_FULL,13088,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
461,Broadway & Ridge Ave,4,15,41.9840446107,-87.6602738295,In Service,1,IN_SERVICE,11,Broadway & Ridge Ave,,Chicago,60660,,,False,2019-01-31 19:13:21,K3_FULL,15578,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
223,Clifton Ave & Armitage Ave,3,15,41.918216,-87.656936,In Service,1,IN_SERVICE,12,Clifton Ave & Armitage Ave,,Chicago,60614,,,False,2019-01-31 19:16:38,K3_FULL,13185,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
223,Clifton Ave & Armitage Ave,2,15,41.918216,-87.656936,In Service,1,IN_SERVICE,13,Clifton Ave & Armitage Ave,,Chicago,60614,,,False,2019-01-31 19:16:38,K3_FULL,13185,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
223,Clifton Ave & Armitage Ave,3,15,41.918216,-87.656936,In Service,1,IN_SERVICE,12,Clifton Ave & Armitage Ave,,Chicago,60614,,,False,2019-01-31 19:16:38,K3_FULL,13185,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
61,Wood St & Milwaukee Ave,14,19,41.907655,-87.672552,In Service,1,IN_SERVICE,5,Wood St & Milwaukee Ave,,Chicago,60622,1416 N Wood St,,False,2019-01-31 19:21:54,K3_FULL,13221,True
420,Ellis Ave & 55th St,18,19,41.79430062054,-87.6014497734,In Service,1,IN_SERVICE,1,Ellis Ave & 55th St,,Chicago,60637,,,False,2019-01-31 19:23:21,K3_FULL,15475,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
24,Fairbanks Ct & Grand Ave,7,15,41.89186,-87.62062,In Service,1,IN_SERVICE,8,Fairbanks Ct & Grand Ave,,Chicago,60611,240 E.Grand Ave.,,False,2019-01-31 19:22:04,K3_FULL,13262,True
80,Aberdeen St & Monroe St,7,19,41.880419,-87.655519,In Service,1,IN_SERVICE,12,Aberdeen St & Monroe St,,Chicago,60607,,,False,2019-01-31 19:22:07,K3_FULL,13156,True
id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,status,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,kioskType,landMark,is_renting
